PETR4.SA,VALE3.SA,MGLU3.SA,HAPV3.SA,PETR3.SA,B3SA3.SA,BBDC4.SA,ABEV3.SA,ITUB4.SA,PETZ3.SA,COGN3.SA,USIM5.SA,ITSA4.SA,GOLL4.SA,VBBR3.SA,NTCO3.SA,BBDC3.SA,BBAS3.SA,PCAR3.SA,POMO4.SA
34.900001525878906,75.8499984741211,2.0202980041503906,4.670000076293945,37.400001525878906,13.100000381469727,15.510000228881836,13.489999771118164,30.899999618530273,4.179999828338623,3.0199999809265137,7.800000190734863,9.523809432983398,9.069999694824219,21.709999084472656,15.75,13.729999542236328,50.599998474121094,3.799999952316284,6.070000171661377
35.15999984741211,74.8499984741211,1.945472002029419,4.559999942779541,37.689998626708984,13.020000457763672,15.729999542236328,13.569999694824219,30.889999389648438,4.170000076293945,2.9800000190734863,7.889999866485596,9.428570747375488,8.90999984741211,21.979999542236328,15.989999771118164,13.9399995803833,50.849998474121094,3.6600000858306885,5.96999979019165
35.130001068115234,74.37000274658203,1.9548250436782837,4.599999904632568,37.689998626708984,13.069999694824219,16.3799991607666,13.609999656677246,30.889999389648438,4.170000076293945,3.0,7.889999866485596,9.485713958740234,9.020000457763672,21.81999969482422,15.989999771118164,14.010000228881836,50.79999923706055,3.680000066757202,5.980000019073486
35.16999816894531,74.37999725341797,2.029650926589966,4.5,37.86000061035156,13.170000076293945,16.149999618530273,13.550000190734863,30.850000381469727,4.099999904632568,3.009999990463257,7.760000228881836,9.485713958740234,8.75,22.219999313354492,16.420000076293945,14.199999809265137,51.02000045776367,3.6700000762939453,6.179999828338623
34.97999954223633,74.5,2.0202980041503906,4.5,37.70000076293945,13.149999618530273,16.06999969482422,13.5,30.729999542236328,4.130000114440918,2.990000009536743,7.739999771118164,9.476189613342285,8.649999618530273,22.149999618530273,16.139999389648438,14.180000305175781,51.06999969482422,3.6700000762939453,6.190000057220459
35.27000045776367,73.75,1.8612929582595825,4.429999828338623,37.75,12.920000076293945,16.15999984741211,13.390000343322754,30.68000030517578,4.0,2.9200000762939453,7.699999809265137,9.428570747375488,9.100000381469727,22.229999542236328,16.030000686645508,14.289999961853027,50.959999084472656,3.559999942779541,6.21999979019165
35.0,73.44000244140625,1.879999041557312,4.46999979019165,37.52000045776367,12.989999771118164,16.18000030517578,13.4399995803833,30.829999923706055,4.039999961853027,2.940000057220459,7.710000038146973,9.51428508758545,9.210000038146973,21.850000381469727,16.149999618530273,14.270000457763672,51.150001525878906,3.569999933242798,6.190000057220459
35.06999969482422,73.30999755859375,1.8332329988479614,4.559999942779541,37.5,12.920000076293945,16.059999465942383,13.579999923706055,30.600000381469727,4.019999980926514,3.130000114440918,7.809999942779541,9.495238304138184,9.449999809265137,21.690000534057617,15.960000038146973,14.15999984741211,51.900001525878906,3.440000057220459,6.179999828338623
35.16999816894531,72.27999877929688,1.8238799571990967,4.590000152587891,37.5,12.890000343322754,16.020000457763672,13.520000457763672,30.59000015258789,4.019999980926514,3.119999885559082,7.78000020980835,9.479999542236328,9.449999809265137,21.690000534057617,16.0,14.15999984741211,51.970001220703125,3.440000057220459,6.179999828338623
35.599998474121094,73.47000122070312,1.7864669561386108,4.690000057220459,37.849998474121094,13.220000267028809,16.209999084472656,13.649999618530273,30.899999618530273,4.03000020980835,3.180000066757202,7.869999885559082,9.520000457763672,9.5,21.860000610351562,16.149999618530273,14.229999542236328,52.650001525878906,3.5199999809265137,6.199999809265137
35.900001525878906,73.80000305175781,1.8332329988479614,4.739999771118164,38.150001525878906,13.359999656677246,16.3700008392334,13.630000114440918,31.200000762939453,4.050000190734863,3.180000066757202,7.900000095367432,9.5600004196167,9.300000190734863,22.059999465942383,16.31999969482422,14.300000190734863,52.77000045776367,3.559999942779541,6.199999809265137
35.22999954223633,73.44999694824219,1.7584069967269897,4.449999809265137,37.349998474121094,13.25,16.1299991607666,13.300000190734863,31.110000610351562,4.010000228881836,3.130000114440918,7.75,9.550000190734863,9.010000228881836,22.6200008392334,16.219999313354492,14.149999618530273,52.72999954223633,3.4100000858306885,6.090000152587891
35.459999084472656,74.01000213623047,1.8051739931106567,4.489999771118164,37.560001373291016,13.390000343322754,16.149999618530273,13.300000190734863,31.299999237060547,4.039999961853027,3.180000066757202,7.789999961853027,9.5600004196167,9.149999618530273,22.700000762939453,16.399999618530273,14.149999618530273,52.72999954223633,3.430000066757202,6.090000152587891
35.90999984741211,73.8499984741211,1.8893530368804932,4.369999885559082,37.70000076293945,13.300000190734863,16.270000457763672,13.6899995803833,31.59000015258789,4.130000114440918,3.2300000190734863,7.860000133514404,9.75,9.079999923706055,23.350000381469727,16.489999771118164,14.279999732971191,54.27000045776367,3.3499999046325684,5.960000038146973
35.720001220703125,74.7300033569336,1.8987059593200684,4.400000095367432,37.599998474121094,13.329999923706055,16.299999237060547,13.6899995803833,31.549999237060547,4.150000095367432,3.190000057220459,7.860000133514404,9.729999542236328,9.100000381469727,23.290000915527344,16.469999313354492,14.229999542236328,54.349998474121094,3.369999885559082,6.099999904632568
35.66999816894531,75.22000122070312,2.029650926589966,4.420000076293945,37.20000076293945,13.529999732971191,16.31999969482422,14.079999923706055,31.5,4.320000171661377,3.2899999618530273,8.220000267028809,9.75,9.140000343322754,24.149999618530273,16.93000030517578,14.359999656677246,54.380001068115234,3.5199999809265137,6.150000095367432
35.439998626708984,74.23999786376953,2.0015909671783447,4.380000114440918,37.04999923706055,13.449999809265137,16.219999313354492,14.029999732971191,31.31999969482422,4.320000171661377,3.259999990463257,8.130000114440918,9.739999771118164,9.050000190734863,24.049999237060547,16.8799991607666,14.199999809265137,54.29999923706055,3.5,6.139999866485596
34.90999984741211,73.52999877929688,1.8706459999084473,4.289999961853027,36.470001220703125,13.539999961853027,16.18000030517578,14.0600004196167,31.540000915527344,4.21999979019165,3.200000047683716,8.289999961853027,9.739999771118164,8.300000190734863,23.200000762939453,16.700000762939453,14.390000343322754,54.16999816894531,3.4100000858306885,6.369999885559082
34.91999816894531,73.2300033569336,1.8893530368804932,4.309999942779541,36.599998474121094,13.25,16.25,14.079999923706055,31.59000015258789,4.199999809265137,3.240000009536743,8.289999961853027,9.739999771118164,8.350000381469727,23.200000762939453,16.780000686645508,14.399999618530273,54.15999984741211,3.430000066757202,6.389999866485596
34.75,72.8499984741211,2.0015909671783447,4.380000114440918,36.20000076293945,13.449999809265137,16.329999923706055,14.239999771118164,31.799999237060547,4.130000114440918,3.259999990463257,8.260000228881836,9.829999923706055,8.350000381469727,21.979999542236328,16.959999084472656,14.5,54.16999816894531,3.8299999237060547,6.699999809265137
34.54999923706055,73.5,2.03900408744812,4.420000076293945,36.04999923706055,13.550000190734863,16.3700008392334,14.270000457763672,31.920000076293945,4.170000076293945,3.299999952316284,8.3100004196167,9.850000381469727,8.420000076293945,22.0,17.1200008392334,14.510000228881836,54.380001068115234,3.940000057220459,6.699999809265137
33.5,72.37000274658203,2.029650926589966,4.269999980926514,35.34000015258789,13.229999542236328,16.15999984741211,13.989999771118164,31.520000457763672,4.010000228881836,3.2300000190734863,8.289999961853027,9.649999618530273,8.430000305175781,21.790000915527344,17.190000534057617,14.319999694824219,53.0099983215332,3.9800000190734863,6.789999961853027
33.650001525878906,72.69000244140625,2.03900408744812,4.309999942779541,35.54999923706055,13.279999732971191,16.25,14.020000457763672,31.450000762939453,4.010000228881836,3.25,8.34000015258789,9.670000076293945,8.5,21.93000030517578,17.290000915527344,14.34000015258789,53.0,3.990000009536743,6.789999961853027
33.41999816894531,72.5999984741211,2.113830089569092,4.28000020980835,35.45000076293945,13.289999961853027,16.200000762939453,14.079999923706055,31.6200008392334,4.170000076293945,3.299999952316284,8.369999885559082,9.729999542236328,8.760000228881836,21.989999771118164,17.3799991607666,14.359999656677246,53.869998931884766,4.079999923706055,7.099999904632568
33.709999084472656,73.0999984741211,2.1325368881225586,4.300000190734863,35.70000076293945,13.289999961853027,16.229999542236328,14.279999732971191,31.530000686645508,4.150000095367432,3.319999933242798,8.380000114440918,9.729999542236328,8.829999923706055,22.010000228881836,17.40999984741211,14.329999923706055,53.900001525878906,4.119999885559082,7.119999885559082
34.4900016784668,72.80000305175781,1.9922380447387695,4.349999904632568,36.65999984741211,13.539999961853027,16.459999084472656,14.3100004196167,32.02000045776367,4.28000020980835,3.3299999237060547,8.479999542236328,9.859999656677246,8.579999923706055,22.5,16.93000030517578,14.510000228881836,54.45000076293945,4.329999923706055,6.949999809265137
34.459999084472656,72.08000183105469,1.9828850030899048,4.320000171661377,36.599998474121094,13.5,16.3799991607666,14.239999771118164,31.850000381469727,4.269999980926514,3.309999942779541,8.430000305175781,9.800000190734863,8.5,22.299999237060547,16.920000076293945,14.479999542236328,54.45000076293945,3.8399999141693115,6.949999809265137
34.36000061035156,72.86000061035156,2.085771083831787,4.230000019073486,36.54999923706055,13.930000305175781,16.329999923706055,14.319999694824219,31.799999237060547,4.119999885559082,3.2200000286102295,8.5,9.770000457763672,8.399999618530273,22.049999237060547,17.06999969482422,14.420000076293945,54.439998626708984,4.039999961853027,6.829999923706055
34.54999923706055,73.5999984741211,2.085771083831787,4.059999942779541,36.4900016784668,14.0,16.549999237060547,14.279999732971191,31.8799991607666,4.130000114440918,3.25,8.609999656677246,9.770000457763672,8.470000267028809,22.049999237060547,17.040000915527344,14.550000190734863,53.79999923706055,4.050000190734863,6.809999942779541
34.08000183105469,72.98999786376953,2.1325368881225586,4.150000095367432,35.9900016784668,13.850000381469727,16.25,14.229999542236328,31.639999389648438,4.190000057220459,3.2300000190734863,8.5,9.720000267028809,8.25,21.489999771118164,16.989999771118164,14.460000038146973,52.5,4.059999942779541,6.650000095367432
34.209999084472656,72.5,2.1605958938598633,4.190000057220459,36.08000183105469,13.789999961853027,16.280000686645508,14.270000457763672,31.639999389648438,4.210000038146973,3.25,8.5,9.720000267028809,8.25,21.5,16.8700008392334,14.449999809265137,52.470001220703125,4.070000171661377,6.679999828338623
34.56999969482422,73.0,2.366368055343628,4.510000228881836,36.470001220703125,14.430000305175781,16.959999084472656,14.699999809265137,32.599998474121094,4.420000076293945,3.369999885559082,8.59000015258789,10.010000228881836,8.869999885559082,21.709999084472656,17.25,14.960000038146973,52.97999954223633,4.119999885559082,6.710000038146973
35.0,74.0,2.375720977783203,4.570000171661377,36.900001525878906,14.600000381469727,17.0,14.850000381469727,32.7400016784668,4.480000019073486,3.390000104904175,8.670000076293945,10.119999885559082,8.9399995803833,22.0,17.350000381469727,15.119999885559082,53.5,4.150000095367432,6.760000228881836
35.31999969482422,73.4000015258789,2.2728350162506104,4.630000114440918,37.31999969482422,14.829999923706055,17.25,14.5,32.869998931884766,4.199999809265137,3.430000066757202,8.720000267028809,10.130000114440918,9.039999961853027,21.690000534057617,16.350000381469727,15.3100004196167,53.33000183105469,4.039999961853027,6.809999942779541
35.279998779296875,74.05999755859375,2.2915420532226562,4.599999904632568,37.369998931884766,14.899999618530273,17.239999771118164,14.5,32.91999816894531,4.239999771118164,3.430000066757202,8.75,10.149999618530273,9.09000015258789,21.709999084472656,16.40999984741211,15.3100004196167,53.25,4.090000152587891,6.849999904632568
35.400001525878906,73.86000061035156,2.067064046859741,4.380000114440918,37.029998779296875,14.670000076293945,17.420000076293945,14.470000267028809,32.72999954223633,3.930000066757202,3.4800000190734863,8.829999923706055,10.140000343322754,8.8100004196167,21.989999771118164,15.90999984741211,15.5,54.61000061035156,4.0,6.889999866485596
